"","simmed_RLDDM_learning_rate","simmed_RLDDM_outcome_sensitivity","simmed_RLDDM_go_bias","simmed_RLDDM_pavlovian_bias","simmed_RLDDM_starting_bias","simmed_RLDDM_decision_threshold","posterior_RLDDM_learning_rate","posterior_RLDDM_outcome_sensitivity","posterior_RLDDM_go_bias","posterior_RLDDM_pavlovian_bias","posterior_RLDDM_starting_bias","posterior_RLDDM_decision_threshold"
"1",0.449496982727883,3.37846993483381,1.50923966295577,-2.10691185064383,0.140653479169943,1.47861008975708,0.489562166025473,4.00348913982119,1.44248388153438,-1.86884284922773,0.139721700851834,1.42230968754006
"2",0.534512682859264,3.03132743409648,-1.1553730613971,2.12978273655746,0.765823788028203,1.65318300423559,0.565686873677517,3.52126492258877,-0.597048663357419,1.75089459085239,0.757252521523129,1.77915208715243
"3",0.458114202968295,0.624605859794329,3.67225502002978,1.77006672967849,0.93408372247453,1.034161211879,0.417579974802073,0.634296430800886,1.27855534171161,0.75179493374703,0.763294694639649,0.898858710250555
"4",0.526000412599542,0.343727361959935,-0.914914110064109,-0.230203270800074,0.0777358216074494,2.31844266437098,0.393909789905261,0.633495457937431,-0.496420817325022,-0.556128639874923,0.157414756520206,1.14891359007028
"5",0.392493073530539,1.08571190459049,1.07145194292303,1.80744474526021,0.0837408417967413,2.70140938575752,0.405393737557583,1.5848014451316,1.13540318255798,0.702051811750751,0.135474292370681,1.61725370330242
"6",0.805846676555898,1.81180300331507,1.14581652529916,-1.20126760988223,0.725018529878919,2.25122139453391,0.80129291864998,2.03059100621095,0.872294486989464,-1.12265167303137,0.734193771257978,2.00073247394612
"7",0.531235748963545,1.46850489509815,1.88513268941834,-0.817533791419412,0.571895531974583,4.97399306904331,0.451250446183793,1.67164928841688,1.75163356225746,-0.762779549394759,0.583604405927158,4.54662215165745
"8",0.946484379607967,1.20818598075214,3.95813040064626,-2.26115182102483,0.913588945340256,2.33457248039957,0.817798572856956,1.47822767939994,3.17420223115696,-1.77170347078952,0.86905083387293,2.03874956744356
"9",0.631992895012636,2.3659618242632,-2.69670872949313,0.577094402247748,0.429676444904462,3.19437268062052,0.500000000029839,0.999999998954586,-1.2892417564445e-09,1.34099687808096e-10,0.500000000133854,1.99999998534482
"10",0.539489801557343,2.64666095570669,1.49723515344027,1.96963445281121,0.72170732027349,4.92192531940317,0.492506801548811,2.82152096471728,1.29250835504042,1.8938431194559,0.605426146480154,5.54677435237809
"11",0.137053353203771,0.118805895504528,-0.641363177702963,-0.966887003439371,0.0170408551435411,2.72854632903251,0.488303786995769,0.502540039663985,-0.395095181786292,-0.569268672586903,0.053620745816849,1.02590338445509
